Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.17.237.22-172.17.237.23-5566-4258-6,172.17.237.23,4258,172.17.237.22,5566,6,25-12-2021 15:20,99,1,2,0,0,0,0,0,0,0,0,0,0,0,30303.0303,49.5,17.67766953,62,37,0,0,0,0,0,62,62,0,62,62,0,0,0,0,20,44,10101.0101,20202.0202,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4259-6,172.17.237.23,4259,172.17.237.22,5566,6,25-12-2021 15:20,54,1,2,0,0,0,0,0,0,0,0,0,0,0,55555.55556,27,5.656854249,31,23,0,0,0,0,0,31,31,0,31,31,0,0,0,0,20,44,18518.51852,37037.03704,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4260-6,172.17.237.23,4260,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,7.778174593,47,36,0,0,0,0,0,47,47,0,47,47,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4261-6,172.17.237.23,4261,172.17.237.22,5566,6,25-12-2021 15:20,82,1,2,0,0,0,0,0,0,0,0,0,0,0,36585.36585,41,7.071067812,46,36,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12195.12195,24390.2439,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4262-6,172.17.237.23,4262,172.17.237.22,5566,6,25-12-2021 15:20,82,1,2,0,0,0,0,0,0,0,0,0,0,0,36585.36585,41,5.656854249,45,37,0,0,0,0,0,45,45,0,45,45,0,0,0,0,20,44,12195.12195,24390.2439,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4263-6,172.17.237.23,4263,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,5.656854249,46,38,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4264-6,172.17.237.23,4264,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,6.363961031,46,37,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4265-6,172.17.237.23,4265,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,7.071067812,47,37,0,0,0,0,0,47,47,0,47,47,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4266-6,172.17.237.23,4266,172.17.237.22,5566,6,25-12-2021 15:20,93,1,2,0,0,0,0,0,0,0,0,0,0,0,32258.06452,46.5,2.121320344,48,45,0,0,0,0,0,45,45,0,45,45,0,0,0,0,20,44,10752.68817,21505.37634,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4267-6,172.17.237.23,4267,172.17.237.22,5566,6,25-12-2021 15:20,85,1,2,0,0,0,0,0,0,0,0,0,0,0,35294.11765,42.5,7.778174593,48,37,0,0,0,0,0,48,48,0,48,48,0,0,0,0,20,44,11764.70588,23529.41176,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4268-6,172.17.237.23,4268,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,7.071067812,47,37,0,0,0,0,0,47,47,0,47,47,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4269-6,172.17.237.23,4269,172.17.237.22,5566,6,25-12-2021 15:20,82,1,2,0,0,0,0,0,0,0,0,0,0,0,36585.36585,41,5.656854249,45,37,0,0,0,0,0,45,45,0,45,45,0,0,0,0,20,44,12195.12195,24390.2439,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4270-6,172.17.237.23,4270,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,7.071067812,47,37,0,0,0,0,0,47,47,0,47,47,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4271-6,172.17.237.23,4271,172.17.237.22,5566,6,25-12-2021 15:20,81,1,2,0,0,0,0,0,0,0,0,0,0,0,37037.03704,40.5,7.778174593,46,35,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12345.67901,24691.35802,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4272-6,172.17.237.23,4272,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,6.363961031,46,37,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4273-6,172.17.237.23,4273,172.17.237.22,5566,6,25-12-2021 15:20,64,1,2,0,0,0,0,0,0,0,0,0,0,0,46875,32,7.071067812,37,27,0,0,0,0,0,37,37,0,37,37,0,0,0,0,20,44,15625,31250,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4274-6,172.17.237.23,4274,172.17.237.22,5566,6,25-12-2021 15:20,85,1,2,0,0,0,0,0,0,0,0,0,0,0,35294.11765,42.5,6.363961031,47,38,0,0,0,0,0,47,47,0,47,47,0,0,0,0,20,44,11764.70588,23529.41176,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4275-6,172.17.237.23,4275,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,6.363961031,46,37,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4276-6,172.17.237.23,4276,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,5.656854249,46,38,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4277-6,172.17.237.23,4277,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,6.363961031,46,37,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4278-6,172.17.237.23,4278,172.17.237.22,5566,6,25-12-2021 15:20,75,1,2,0,0,0,0,0,0,0,0,0,0,0,40000,37.5,2.121320344,39,36,0,0,0,0,0,39,39,0,39,39,0,0,0,0,20,44,13333.33333,26666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4279-6,172.17.237.23,4279,172.17.237.22,5566,6,25-12-2021 15:20,45,1,2,0,0,0,0,0,0,0,0,0,0,0,66666.66667,22.5,4.949747468,26,19,0,0,0,0,0,26,26,0,26,26,0,0,0,0,20,44,22222.22222,44444.44444,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4280-6,172.17.237.23,4280,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,5.656854249,46,38,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4281-6,172.17.237.23,4281,172.17.237.22,5566,6,25-12-2021 15:20,82,1,2,0,0,0,0,0,0,0,0,0,0,0,36585.36585,41,7.071067812,46,36,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12195.12195,24390.2439,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4282-6,172.17.237.23,4282,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,7.071067812,47,37,0,0,0,0,0,47,47,0,47,47,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4283-6,172.17.237.23,4283,172.17.237.22,5566,6,25-12-2021 15:20,53,1,2,0,0,0,0,0,0,0,0,0,0,0,56603.77358,26.5,6.363961031,31,22,0,0,0,0,0,31,31,0,31,31,0,0,0,0,20,44,18867.92453,37735.84906,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4284-6,172.17.237.23,4284,172.17.237.22,5566,6,25-12-2021 15:20,41,1,2,0,0,0,0,0,0,0,0,0,0,0,73170.73171,20.5,4.949747468,24,17,0,0,0,0,0,24,24,0,24,24,0,0,0,0,20,44,24390.2439,48780.4878,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4285-6,172.17.237.23,4285,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,7.071067812,47,37,0,0,0,0,0,47,47,0,47,47,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4286-6,172.17.237.23,4286,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,4.949747468,45,38,0,0,0,0,0,45,45,0,45,45,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4287-6,172.17.237.23,4287,172.17.237.22,5566,6,25-12-2021 15:20,81,1,2,0,0,0,0,0,0,0,0,0,0,0,37037.03704,40.5,6.363961031,45,36,0,0,0,0,0,45,45,0,45,45,0,0,0,0,20,44,12345.67901,24691.35802,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4288-6,172.17.237.23,4288,172.17.237.22,5566,6,25-12-2021 15:20,86,1,2,0,0,0,0,0,0,0,0,0,0,0,34883.72093,43,7.071067812,48,38,0,0,0,0,0,48,48,0,48,48,0,0,0,0,20,44,11627.90698,23255.81395,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4289-6,172.17.237.23,4289,172.17.237.22,5566,6,25-12-2021 15:20,37,1,2,0,0,0,0,0,0,0,0,0,0,0,81081.08108,18.5,4.949747468,22,15,0,0,0,0,0,22,22,0,22,22,0,0,0,0,20,44,27027.02703,54054.05405,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4290-6,172.17.237.23,4290,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,5.656854249,46,38,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4291-6,172.17.237.23,4291,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,6.363961031,46,37,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4292-6,172.17.237.23,4292,172.17.237.22,5566,6,25-12-2021 15:20,84,1,2,0,0,0,0,0,0,0,0,0,0,0,35714.28571,42,5.656854249,46,38,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,11904.7619,23809.52381,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4293-6,172.17.237.23,4293,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,6.363961031,46,37,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4294-6,172.17.237.23,4294,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,4.949747468,45,38,0,0,0,0,0,45,45,0,45,45,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4295-6,172.17.237.23,4295,172.17.237.22,5566,6,25-12-2021 15:20,74,1,2,0,0,0,0,0,0,0,0,0,0,0,40540.54054,37,1.414213562,38,36,0,0,0,0,0,38,38,0,38,38,0,0,0,0,20,44,13513.51351,27027.02703,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4296-6,172.17.237.23,4296,172.17.237.22,5566,6,25-12-2021 15:20,74,1,2,0,0,0,0,0,0,0,0,0,0,0,40540.54054,37,1.414213562,38,36,0,0,0,0,0,38,38,0,38,38,0,0,0,0,20,44,13513.51351,27027.02703,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4297-6,172.17.237.23,4297,172.17.237.22,5566,6,25-12-2021 15:20,98,1,2,0,0,0,0,0,0,0,0,0,0,0,30612.2449,49,15.55634919,60,38,0,0,0,0,0,60,60,0,60,60,0,0,0,0,20,44,10204.08163,20408.16327,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4298-6,172.17.237.23,4298,172.17.237.22,5566,6,25-12-2021 15:20,82,1,2,0,0,0,0,0,0,0,0,0,0,0,36585.36585,41,5.656854249,45,37,0,0,0,0,0,45,45,0,45,45,0,0,0,0,20,44,12195.12195,24390.2439,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4299-6,172.17.237.23,4299,172.17.237.22,5566,6,25-12-2021 15:20,80,1,2,0,0,0,0,0,0,0,0,0,0,0,37500,40,5.656854249,44,36,0,0,0,0,0,44,44,0,44,44,0,0,0,0,20,44,12500,25000,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4300-6,172.17.237.23,4300,172.17.237.22,5566,6,25-12-2021 15:20,83,1,2,0,0,0,0,0,0,0,0,0,0,0,36144.57831,41.5,6.363961031,46,37,0,0,0,0,0,46,46,0,46,46,0,0,0,0,20,44,12048.19277,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4301-6,172.17.237.23,4301,172.17.237.22,5566,6,25-12-2021 15:20,53,1,2,0,0,0,0,0,0,0,0,0,0,0,56603.77358,26.5,2.121320344,28,25,0,0,0,0,0,25,25,0,25,25,0,0,0,0,20,44,18867.92453,37735.84906,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4302-6,172.17.237.23,4302,172.17.237.22,5566,6,25-12-2021 15:20,69,1,2,0,0,0,0,0,0,0,0,0,0,0,43478.26087,34.5,2.121320344,36,33,0,0,0,0,0,33,33,0,33,33,0,0,0,0,20,44,14492.75362,28985.50725,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4303-6,172.17.237.23,4303,172.17.237.22,5566,6,25-12-2021 15:20,110,1,2,0,0,0,0,0,0,0,0,0,0,0,27272.72727,55,1.414213562,56,54,0,0,0,0,0,56,56,0,56,56,0,0,0,0,20,44,9090.909091,18181.81818,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4304-6,172.17.237.23,4304,172.17.237.22,5566,6,25-12-2021 15:20,108,1,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,20,44,9259.259259,18518.51852,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4305-6,172.17.237.23,4305,172.17.237.22,5566,6,25-12-2021 15:20,108,1,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,20,44,9259.259259,18518.51852,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4306-6,172.17.237.23,4306,172.17.237.22,5566,6,25-12-2021 15:20,106,1,2,0,0,0,0,0,0,0,0,0,0,0,28301.88679,53,0,53,53,0,0,0,0,0,53,53,0,53,53,0,0,0,0,20,44,9433.962264,18867.92453,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4307-6,172.17.237.23,4307,172.17.237.22,5566,6,25-12-2021 15:20,107,1,2,0,0,0,0,0,0,0,0,0,0,0,28037.38318,53.5,0.707106781,54,53,0,0,0,0,0,53,53,0,53,53,0,0,0,0,20,44,9345.794393,18691.58879,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4308-6,172.17.237.23,4308,172.17.237.22,5566,6,25-12-2021 15:20,108,1,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,54,1.414213562,55,53,0,0,0,0,0,55,55,0,55,55,0,0,0,0,20,44,9259.259259,18518.51852,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4309-6,172.17.237.23,4309,172.17.237.22,5566,6,25-12-2021 15:20,35,1,2,0,0,0,0,0,0,0,0,0,0,0,85714.28571,17.5,2.121320344,19,16,0,0,0,0,0,19,19,0,19,19,0,0,0,0,20,44,28571.42857,57142.85714,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4310-6,172.17.237.23,4310,172.17.237.22,5566,6,25-12-2021 15:20,108,1,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,20,44,9259.259259,18518.51852,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4311-6,172.17.237.23,4311,172.17.237.22,5566,6,25-12-2021 15:20,105,1,2,0,0,0,0,0,0,0,0,0,0,0,28571.42857,52.5,0.707106781,53,52,0,0,0,0,0,53,53,0,53,53,0,0,0,0,20,44,9523.809524,19047.61905,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4312-6,172.17.237.23,4312,172.17.237.22,5566,6,25-12-2021 15:20,124,1,2,0,0,0,0,0,0,0,0,0,0,0,24193.54839,62,12.72792206,71,53,0,0,0,0,0,71,71,0,71,71,0,0,0,0,20,44,8064.516129,16129.03226,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
172.17.237.22-172.17.237.23-5566-4313-6,172.17.237.23,4313,172.17.237.22,5566,6,25-12-2021 15:20,108,1,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,20,44,9259.259259,18518.51852,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,42340,0,0,0,0,0,0,0,0,0,0,DDOS
